id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
191,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 52, 39, 75, 16, 39, 69, 27, 35, 77]",456,191,2,2
192,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 29, 91, 85, 28, 100, 73, 43, 92, 92]",665,192,2,2
193,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 67, 20, 43, 72, 80, 47, 98, 37, 21]",560,193,2,2
194,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 34, 20, 51, 95, 14, 57, 46, 96, 93]",525,194,2,2
195,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 91, 40, 75, 18, 71, 27, 21, 82, 51]",575,195,2,2
196,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 34, 80, 64, 94, 33, 50, 86, 82, 97]",664,196,2,2
197,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 92, 36, 81, 24, 79, 20, 94, 89, 23]",601,197,2,2
198,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 92, 40, 21, 60, 48, 10, 23, 84, 64]",538,198,2,2
199,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 59, 96, 72, 24, 93, 96, 91, 57, 99]",770,199,2,2
200,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 88, 13, 88, 41, 92, 37, 23, 20, 58]",505,200,2,2
201,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 68, 31, 27, 18, 30, 97, 46, 54, 37]",470,201,3,20
202,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 46, 93, 66, 14, 76, 74, 94, 48, 27]",632,202,3,20
203,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 83, 71, 84, 91, 67, 58, 44, 53, 99]",728,203,3,20
204,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 46, 54, 82, 67, 91, 64, 81, 79, 80]",710,204,3,20
205,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 41, 56, 25, 30, 85, 39, 90, 86, 10]",559,205,3,20
206,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 100, 99, 73, 36, 16, 77, 84, 11, 32]",595,206,3,20
207,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 41, 99, 50, 79, 12, 13, 99, 69, 88]",565,207,3,20
208,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 95, 18, 49, 32, 42, 67, 38, 30, 97]",548,208,3,20
209,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 38, 91, 32, 37, 48, 71, 83, 68, 73]",617,209,3,20
210,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 92, 66, 82, 56, 33, 32, 93, 45, 11]",600,210,3,20
211,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 61, 32, 50, 31, 47, 52, 29, 23, 48]",450,211,3,18
212,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 82, 86, 63, 93, 69, 32, 14, 37, 91]",581,212,3,18
213,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 99, 95, 62, 34, 31, 41, 64, 93, 36]",632,213,3,18
214,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 89, 70, 69, 58, 53, 53, 24, 29, 93]",558,214,3,18
215,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 37, 24, 62, 81, 35, 19, 100, 77, 57]",577,215,3,18
216,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 14, 40, 80, 94, 84, 52, 26, 48, 52]",556,216,3,18
217,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 52, 37, 79, 99, 15, 11, 64, 89, 71]",528,217,3,18
218,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 52, 90, 19, 35, 71, 64, 90, 70, 40]",592,218,3,18
219,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 35, 99, 74, 15, 53, 29, 61, 74, 39]",515,219,3,18
220,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 24, 14, 86, 43, 36, 80, 72, 57, 44]",496,220,3,18
221,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 58, 39, 78, 58, 95, 33, 50, 50, 41]",584,221,3,24
222,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 80, 86, 52, 44, 79, 45, 20, 36, 58]",585,222,3,24
223,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 31, 35, 52, 27, 47, 64, 65, 44, 46]",494,223,3,24
224,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 58, 12, 42, 88, 52, 34, 84, 58, 68]",570,224,3,24
225,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 62, 63, 42, 20, 85, 68, 81, 67, 25]",548,225,3,24
226,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 69, 46, 66, 78, 67, 55, 48, 11, 65]",589,226,3,24
227,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 24, 89, 49, 37, 18, 21, 36, 14, 64]",422,227,3,24
228,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 83, 15, 40, 31, 35, 69, 24, 95, 64]",497,228,3,24
229,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 26, 27, 26, 64, 67, 20, 98, 78, 18]",514,229,3,24
230,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 28, 38, 89, 30, 74, 17, 38, 53, 45]",438,230,3,24
231,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 14, 63, 67, 23, 33, 28, 43, 69, 75]",444,231,3,5
232,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[52, 30, 59, 26, 44, 99, 93, 32, 80, 77]",592,232,3,5
233,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 76, 77, 92, 70, 54, 74, 79, 17, 93]",671,233,3,5
234,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 14, 83, 59, 45, 15, 31, 37, 52, 44]",441,234,3,5
235,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 14, 27, 28, 50, 20, 52, 92, 17, 14]",385,235,3,5
236,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 68, 99, 18, 34, 47, 90, 72, 17, 15]",486,236,3,5
237,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 83, 50, 37, 10, 15, 21, 38, 75, 69]",451,237,3,5
238,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 23, 92, 52, 74, 69, 66, 49, 17, 85]",586,238,3,5
239,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 11, 79, 34, 91, 29, 18, 77, 92, 54]",499,239,3,5
240,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 51, 27, 51, 47, 83, 80, 86, 28, 26]",496,240,3,5
241,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 92, 25, 49, 13, 64, 52, 78, 58, 37]",561,241,3,10
242,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 26, 53, 11, 48, 79, 40, 75, 79, 44]",547,242,3,10
243,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 69, 62, 11, 56, 53, 66, 10, 49, 11]",474,243,3,10
244,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 14, 26, 19, 42, 18, 45, 77, 82, 25]",420,244,3,10
245,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 95, 69, 42, 97, 87, 26, 31, 97, 78]",670,245,3,10
246,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 62, 21, 71, 13, 60, 34, 60, 22, 58]",477,246,3,10
247,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 31, 77, 46, 56, 21, 51, 75, 28, 81]",553,247,3,10
248,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 90, 15, 59, 68, 41, 15, 91, 14, 38]",454,248,3,10
249,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 13, 56, 82, 90, 70, 22, 30, 17, 76]",535,249,3,10
250,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 64, 24, 60, 33, 66, 96, 96, 61, 50]",580,250,3,10
251,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 23, 63, 38, 33, 69, 25, 24, 81, 91]",540,251,3,17
252,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 99, 67, 33, 93, 36, 29, 70, 38, 96]",608,252,3,17
253,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 57, 30, 48, 96, 24, 15, 37, 53, 38]",429,253,3,17
254,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 68, 69, 66, 42, 40, 27, 18, 10, 68]",449,254,3,17
255,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 87, 38, 82, 42, 11, 19, 28, 27, 26]",394,255,3,17
256,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 44, 29, 91, 67, 54, 16, 59, 85, 48]",531,256,3,17
257,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 77, 93, 100, 94, 20, 49, 53, 31, 37]",565,257,3,17
258,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 31, 52, 81, 23, 18, 53, 79, 87, 94]",578,258,3,17
259,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 49, 57, 90, 15, 21, 32, 67, 14, 73]",435,259,3,17
260,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 72, 21, 45, 36, 27, 34, 46, 68, 31]",434,260,3,17
261,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 100, 72, 33, 36, 24, 84, 50, 100, 52]",616,261,3,4
262,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 58, 59, 16, 32, 39, 47, 87, 12, 99]",459,262,3,4
263,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 86, 68, 59, 17, 61, 77, 68, 49, 53]",557,263,3,4
264,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 58, 29, 73, 82, 44, 68, 62, 79, 53]",598,264,3,4
265,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 71, 24, 53, 30, 63, 32, 95, 64, 25]",494,265,3,4
266,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 82, 66, 37, 66, 30, 63, 93, 20, 49]",598,266,3,4
267,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 72, 94, 97, 54, 56, 58, 91, 60, 97]",762,267,3,4
268,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 11, 19, 91, 39, 38, 97, 17, 15, 61]",455,268,3,4
269,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 53, 13, 24, 26, 50, 34, 21, 79, 14]",327,269,3,4
270,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 26, 17, 82, 73, 26, 31, 94, 34, 98]",559,270,3,4
271,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[52, 38, 91, 21, 34, 61, 67, 80, 50, 82]",576,271,3,25
272,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 100, 87, 70, 15, 89, 98, 47, 33, 81]",691,272,3,25
273,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 19, 51, 83, 56, 96, 18, 33, 32, 15]",492,273,3,25
274,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 18, 50, 57, 15, 61, 67, 99, 40, 29]",502,274,3,25
275,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 80, 18, 20, 26, 72, 47, 28, 50, 34]",393,275,3,25
276,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 56, 14, 34, 54, 17, 46, 88, 14, 23]",402,276,3,25
277,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 50, 80, 70, 90, 69, 14, 93, 11, 29]",524,277,3,25
278,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 50, 93, 84, 18, 31, 34, 46, 25, 31]",422,278,3,25
279,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 61, 45, 49, 28, 82, 88, 49, 87, 77]",636,279,3,25
280,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 52, 32, 59, 84, 74, 37, 32, 89, 19]",504,280,3,25
281,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 10, 20, 73, 73, 86, 22, 40, 84, 51]",492,281,3,22
282,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 37, 17, 71, 51, 33, 35, 90, 55, 70]",518,282,3,22
283,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 12, 54, 76, 58, 47, 64, 64, 47, 16]",492,283,3,22
284,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 13, 39, 72, 54, 67, 94, 85, 36, 11]",557,284,3,22
285,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 42, 90, 63, 14, 44, 36, 37, 22, 82]",514,285,3,22
286,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 65, 78, 83, 50, 97, 38, 50, 27, 72]",614,286,3,22
287,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 74, 14, 13, 40, 45, 66, 46, 65, 70]",450,287,3,22
288,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 20, 37, 81, 76, 23, 88, 54, 79, 67]",575,288,3,22
289,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 50, 62, 18, 70, 40, 58, 21, 12, 28]",409,289,3,22
290,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 56, 12, 16, 28, 10, 12, 71, 73, 71]",384,290,3,22
291,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 30, 68, 60, 25, 94, 34, 81, 26, 89]",569,291,3,1
292,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 66, 22, 49, 66, 24, 51, 17, 53, 91]",463,292,3,1
293,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 19, 17, 38, 15, 75, 29, 22, 77, 74]",404,293,3,1
294,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 95, 55, 36, 90, 86, 88, 25, 82, 60]",649,294,3,1
295,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 76, 11, 61, 91, 47, 97, 79, 95, 92]",669,295,3,1
296,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 14, 45, 69, 65, 47, 24, 73, 37, 81]",523,296,3,1
297,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 74, 16, 13, 14, 26, 53, 29, 10, 84]",389,297,3,1
298,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 67, 32, 58, 70, 54, 47, 36, 42, 52]",490,298,3,1
299,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 40, 91, 72, 54, 15, 40, 71, 36, 41]",470,299,3,1
300,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 56, 17, 44, 40, 41, 93, 52, 83, 76]",523,300,3,1
301,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 25, 80, 70, 63, 55, 84, 45, 96, 29]",587,301,4,19
302,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 69, 12, 24, 17, 46, 40, 99, 67, 51]",489,302,4,19
303,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 23, 71, 94, 57, 42, 45, 79, 28, 13]",464,303,4,19
304,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 12, 65, 65, 60, 95, 33, 61, 54, 12]",550,304,4,19
305,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 98, 84, 13, 14, 100, 37, 30, 55, 34]",536,305,4,19
306,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 54, 11, 29, 69, 51, 67, 64, 62, 28]",533,306,4,19
307,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 90, 68, 68, 13, 70, 16, 74, 13, 80]",560,307,4,19
308,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 22, 84, 24, 99, 99, 83, 18, 65, 29]",546,308,4,19
309,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 53, 53, 29, 89, 90, 55, 32, 93, 68]",645,309,4,19
310,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 48, 97, 99, 99, 67, 78, 23, 13, 50]",616,310,4,19
311,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 14, 29, 69, 14, 21, 34, 50, 17, 38]",371,311,4,17
312,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 25, 47, 51, 73, 36, 78, 34, 64, 22]",447,312,4,17
313,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 47, 21, 12, 80, 50, 85, 100, 82, 94]",644,313,4,17
314,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 95, 67, 15, 40, 19, 76, 57, 75, 23]",554,314,4,17
315,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 66, 14, 99, 12, 44, 78, 51, 90, 39]",508,315,4,17
316,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 13, 29, 94, 98, 26, 56, 34, 39, 89]",554,316,4,17
317,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 48, 69, 21, 54, 71, 84, 86, 18, 67]",553,317,4,17
318,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 53, 76, 62, 21, 45, 25, 78, 72, 10]",457,318,4,17
319,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 76, 56, 72, 38, 97, 37, 13, 52, 83]",617,319,4,17
320,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 58, 94, 53, 13, 85, 59, 72, 67, 17]",617,320,4,17
321,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 23, 49, 90, 28, 80, 98, 22, 29, 72]",585,321,4,7
322,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 23, 28, 55, 53, 65, 72, 45, 44, 92]",504,322,4,7
323,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 87, 70, 92, 96, 36, 45, 73, 12, 71]",625,323,4,7
324,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 71, 71, 11, 82, 49, 59, 63, 94, 95]",645,324,4,7
325,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 26, 46, 90, 20, 59, 33, 97, 61, 62]",514,325,4,7
326,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 46, 33, 63, 61, 74, 38, 94, 99, 60]",579,326,4,7
327,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 62, 45, 41, 64, 58, 79, 46, 48, 99]",636,327,4,7
328,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 42, 70, 64, 54, 12, 47, 28, 22, 56]",480,328,4,7
329,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 42, 51, 100, 18, 88, 53, 15, 56, 83]",574,329,4,7
330,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 99, 13, 64, 17, 69, 28, 92, 60, 49]",525,330,4,7
331,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 55, 23, 72, 72, 40, 58, 86, 90, 41]",605,331,4,16
332,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 22, 81, 83, 100, 53, 50, 67, 38, 15]",579,332,4,16
333,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 49, 38, 40, 10, 19, 72, 83, 73, 81]",548,333,4,16
334,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 57, 46, 23, 53, 62, 49, 81, 28, 45]",502,334,4,16
335,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 80, 47, 22, 31, 17, 90, 89, 43, 92]",544,335,4,16
336,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 98, 19, 82, 21, 100, 49, 46, 73, 36]",596,336,4,16
337,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 61, 83, 34, 88, 85, 93, 98, 83, 82]",753,337,4,16
338,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 91, 60, 37, 80, 55, 85, 25, 67, 45]",576,338,4,16
339,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 71, 43, 42, 98, 14, 72, 49, 46, 60]",521,339,4,16
340,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 58, 18, 97, 95, 35, 98, 66, 60, 26]",579,340,4,16
341,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 26, 59, 44, 59, 73, 37, 90, 10, 18]",492,341,4,15
342,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 81, 26, 84, 47, 10, 89, 95, 33, 13]",496,342,4,15
343,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 68, 62, 23, 10, 22, 55, 90, 40, 80]",463,343,4,15
344,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 21, 16, 54, 65, 60, 28, 96, 64, 16]",512,344,4,15
345,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 36, 90, 72, 79, 31, 56, 58, 48, 90]",603,345,4,15
346,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 67, 59, 63, 28, 28, 30, 75, 29, 85]",480,346,4,15
347,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 92, 30, 47, 83, 84, 23, 90, 86, 27]",615,347,4,15
348,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 10, 83, 89, 22, 72, 33, 24, 49, 30]",502,348,4,15
349,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 75, 14, 36, 30, 31, 21, 88, 91, 75]",476,349,4,15
350,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 49, 53, 31, 93, 16, 92, 62, 77, 19]",536,350,4,15
351,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 23, 39, 47, 48, 63, 75, 33, 57, 97]",519,351,4,1
352,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 100, 51, 15, 69, 88, 74, 25, 29, 78]",560,352,4,1
353,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 97, 17, 61, 42, 43, 30, 22, 92, 75]",537,353,4,1
354,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 28, 70, 14, 60, 24, 63, 67, 68, 17]",425,354,4,1
355,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 72, 22, 99, 72, 31, 65, 19, 54, 35]",532,355,4,1
356,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 27, 46, 71, 53, 36, 31, 25, 53, 45]",465,356,4,1
357,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 87, 72, 21, 40, 60, 60, 65, 88, 20]",587,357,4,1
358,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 74, 71, 82, 71, 59, 27, 11, 74, 50]",617,358,4,1
359,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 12, 56, 27, 16, 34, 10, 19, 54, 27]",296,359,4,1
360,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 17, 34, 86, 96, 23, 36, 37, 82, 39]",521,360,4,1
361,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 41, 14, 31, 77, 55, 36, 42, 82, 48]",451,361,4,9
362,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 81, 65, 46, 49, 59, 80, 11, 83, 53]",537,362,4,9
363,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 35, 88, 64, 82, 97, 26, 79, 12, 32]",549,363,4,9
364,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 47, 19, 61, 68, 44, 44, 36, 88, 86]",514,364,4,9
365,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 63, 19, 28, 72, 83, 55, 24, 98, 32]",539,365,4,9
366,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 19, 22, 100, 23, 79, 97, 75, 85, 51]",618,366,4,9
367,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 34, 63, 52, 90, 22, 62, 46, 35, 71]",489,367,4,9
368,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 13, 20, 85, 28, 62, 46, 39, 60, 61]",433,368,4,9
369,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 47, 38, 86, 28, 95, 69, 92, 27, 41]",558,369,4,9
370,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 42, 18, 27, 80, 17, 33, 44, 81, 17]",453,370,4,9
371,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 38, 45, 79, 100, 15, 81, 16, 59, 17]",546,371,4,4
372,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 50, 99, 28, 10, 43, 79, 21, 71, 48]",473,372,4,4
373,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 42, 21, 23, 78, 97, 88, 90, 56, 36]",584,373,4,4
374,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 65, 77, 36, 56, 63, 40, 34, 64, 21]",536,374,4,4
375,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 18, 60, 20, 10, 37, 75, 57, 10, 97]",421,375,4,4
376,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 93, 99, 19, 56, 60, 89, 92, 21, 81]",678,376,4,4
377,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 86, 100, 15, 55, 12, 84, 96, 64, 38]",633,377,4,4
378,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 19, 46, 20, 24, 45, 75, 33, 70, 55]",415,378,4,4
379,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 49, 48, 91, 26, 31, 16, 82, 59, 62]",534,379,4,4
380,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 68, 49, 39, 63, 31, 73, 89, 43, 66]",585,380,4,4
381,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 48, 45, 49, 29, 57, 93, 44, 97, 39]",590,381,4,6
