vehicle_id,owner,driver,vehicle_operator,vehicle_type_id,number_plate,fuel_type,vehicle_status
360,Owner_360,Driver_360,1,3,AB-99-AB-1458,Petrol,Available
361,Owner_361,Driver_361,1,4,AB-40-AB-4067,Petrol,Available
362,Owner_362,Driver_362,2,5,AB-69-AB-6161,Diesel,Available
363,Owner_363,Driver_363,6,2,AB-50-AB-4885,Electric,Under Maintenance
364,Owner_364,Driver_364,8,5,AB-50-AB-2438,Electric,Under Maintenance
365,Owner_365,Driver_365,6,4,AB-97-AB-8294,Diesel,In Use
366,Owner_366,Driver_366,4,4,AB-68-AB-2912,Petrol,Available
367,Owner_367,Driver_367,9,2,AB-96-AB-1084,Diesel,In Use
368,Owner_368,Driver_368,6,3,AB-53-AB-3148,Petrol,In Use
369,Owner_369,Driver_369,7,2,AB-10-AB-6261,Petrol,Under Maintenance
370,Owner_370,Driver_370,10,1,AB-34-AB-5808,Electric,In Use
371,Owner_371,Driver_371,1,1,AB-26-AB-4061,Electric,Under Maintenance
372,Owner_372,Driver_372,2,5,AB-27-AB-8526,Petrol,Under Maintenance
373,Owner_373,Driver_373,5,5,AB-53-AB-6979,Electric,Under Maintenance
374,Owner_374,Driver_374,1,4,AB-17-AB-8887,Diesel,Under Maintenance
375,Owner_375,Driver_375,9,5,AB-64-AB-8056,Electric,Available
376,Owner_376,Driver_376,5,3,AB-86-AB-4393,Diesel,Under Maintenance
377,Owner_377,Driver_377,10,3,AB-54-AB-6062,Electric,Under Maintenance
378,Owner_378,Driver_378,9,4,AB-31-AB-5201,Petrol,Available
379,Owner_379,Driver_379,2,4,AB-24-AB-1377,Electric,In Use
380,Owner_380,Driver_380,8,3,AB-70-AB-4551,Diesel,Under Maintenance
381,Owner_381,Driver_381,7,3,AB-21-AB-5349,Diesel,In Use
382,Owner_382,Driver_382,3,2,AB-29-AB-2926,Petrol,In Use
383,Owner_383,Driver_383,1,3,AB-50-AB-4042,Petrol,In Use
384,Owner_384,Driver_384,5,5,AB-93-AB-4086,Diesel,Available
385,Owner_385,Driver_385,4,4,AB-95-AB-9026,Electric,Available
386,Owner_386,Driver_386,2,2,AB-45-AB-1479,Electric,Under Maintenance
387,Owner_387,Driver_387,1,1,AB-85-AB-3472,Petrol,Available
388,Owner_388,Driver_388,1,4,AB-78-AB-3938,Diesel,In Use
389,Owner_389,Driver_389,2,1,AB-51-AB-8740,Electric,Under Maintenance
390,Owner_390,Driver_390,4,2,AB-82-AB-2081,Petrol,In Use
391,Owner_391,Driver_391,2,5,AB-57-AB-9112,Petrol,Available
392,Owner_392,Driver_392,10,3,AB-90-AB-2187,Electric,Under Maintenance
393,Owner_393,Driver_393,10,5,AB-93-AB-8888,Petrol,Available
394,Owner_394,Driver_394,1,2,AB-52-AB-4916,Electric,Under Maintenance
395,Owner_395,Driver_395,2,4,AB-35-AB-2153,Electric,In Use
396,Owner_396,Driver_396,3,5,AB-40-AB-7687,Electric,Available
397,Owner_397,Driver_397,8,5,AB-84-AB-5322,Petrol,Under Maintenance
398,Owner_398,Driver_398,9,5,AB-19-AB-1471,Petrol,Under Maintenance
399,Owner_399,Driver_399,1,3,AB-66-AB-4011,Petrol,In Use
400,Owner_400,Driver_400,4,3,AB-68-AB-6006,Electric,In Use
401,Owner_401,Driver_401,9,4,AB-83-AB-4519,Diesel,In Use
402,Owner_402,Driver_402,1,4,AB-70-AB-1540,Petrol,Under Maintenance
403,Owner_403,Driver_403,4,4,AB-79-AB-5958,Petrol,Available
404,Owner_404,Driver_404,4,4,AB-25-AB-7634,Petrol,Under Maintenance
405,Owner_405,Driver_405,10,3,AB-63-AB-1253,Diesel,Under Maintenance
406,Owner_406,Driver_406,1,1,AB-83-AB-8595,Electric,Under Maintenance
407,Owner_407,Driver_407,9,4,AB-71-AB-9892,Petrol,Under Maintenance
408,Owner_408,Driver_408,2,2,AB-71-AB-4487,Petrol,In Use
409,Owner_409,Driver_409,9,4,AB-17-AB-7693,Petrol,In Use
410,Owner_410,Driver_410,2,3,AB-43-AB-2379,Petrol,Available
411,Owner_411,Driver_411,3,1,AB-49-AB-9422,Electric,In Use
412,Owner_412,Driver_412,7,4,AB-93-AB-5613,Petrol,Available
413,Owner_413,Driver_413,2,1,AB-81-AB-6586,Electric,Available
414,Owner_414,Driver_414,10,1,AB-38-AB-2974,Electric,Available
415,Owner_415,Driver_415,1,4,AB-76-AB-8790,Diesel,Under Maintenance
416,Owner_416,Driver_416,3,4,AB-80-AB-9426,Petrol,Under Maintenance
417,Owner_417,Driver_417,4,5,AB-78-AB-1603,Diesel,Under Maintenance
418,Owner_418,Driver_418,6,4,AB-95-AB-1567,Electric,In Use
419,Owner_419,Driver_419,2,4,AB-63-AB-6330,Petrol,Available
420,Owner_420,Driver_420,6,3,AB-23-AB-2899,Diesel,Available
421,Owner_421,Driver_421,8,5,AB-81-AB-8820,Diesel,In Use
422,Owner_422,Driver_422,3,3,AB-73-AB-2418,Diesel,In Use
423,Owner_423,Driver_423,5,3,AB-81-AB-1938,Electric,In Use
424,Owner_424,Driver_424,5,5,AB-27-AB-6310,Diesel,Available
425,Owner_425,Driver_425,10,2,AB-23-AB-5409,Electric,Under Maintenance
426,Owner_426,Driver_426,9,3,AB-48-AB-6851,Electric,Under Maintenance
427,Owner_427,Driver_427,2,3,AB-70-AB-5329,Petrol,In Use
428,Owner_428,Driver_428,10,4,AB-26-AB-3450,Petrol,In Use
429,Owner_429,Driver_429,7,4,AB-20-AB-5256,Petrol,Under Maintenance
430,Owner_430,Driver_430,9,5,AB-54-AB-1431,Petrol,Available
431,Owner_431,Driver_431,10,2,AB-20-AB-8656,Diesel,In Use
432,Owner_432,Driver_432,9,5,AB-73-AB-5473,Diesel,Under Maintenance
433,Owner_433,Driver_433,8,4,AB-62-AB-6520,Diesel,In Use
434,Owner_434,Driver_434,3,4,AB-66-AB-3663,Diesel,In Use
435,Owner_435,Driver_435,4,5,AB-62-AB-3111,Electric,In Use
436,Owner_436,Driver_436,5,2,AB-91-AB-5294,Electric,Available
437,Owner_437,Driver_437,7,2,AB-49-AB-6070,Electric,Under Maintenance
438,Owner_438,Driver_438,4,2,AB-70-AB-4407,Electric,Available
439,Owner_439,Driver_439,10,5,AB-80-AB-7610,Petrol,Available
440,Owner_440,Driver_440,1,4,AB-29-AB-5417,Electric,Available
441,Owner_441,Driver_441,8,4,AB-40-AB-9971,Diesel,Available
442,Owner_442,Driver_442,8,3,AB-17-AB-6993,Petrol,Under Maintenance
443,Owner_443,Driver_443,4,5,AB-99-AB-2166,Petrol,In Use
444,Owner_444,Driver_444,5,3,AB-96-AB-8905,Petrol,In Use
445,Owner_445,Driver_445,10,5,AB-61-AB-6535,Diesel,In Use
446,Owner_446,Driver_446,6,2,AB-88-AB-4259,Diesel,In Use
447,Owner_447,Driver_447,8,5,AB-45-AB-7898,Diesel,In Use
448,Owner_448,Driver_448,6,1,AB-56-AB-6496,Petrol,Available
449,Owner_449,Driver_449,5,1,AB-56-AB-9178,Petrol,Under Maintenance
450,Owner_450,Driver_450,5,2,AB-10-AB-4548,Electric,Under Maintenance
451,Owner_451,Driver_451,10,5,AB-66-AB-2218,Electric,Available
452,Owner_452,Driver_452,9,2,AB-75-AB-5958,Petrol,Under Maintenance
453,Owner_453,Driver_453,9,1,AB-68-AB-2491,Petrol,Available
454,Owner_454,Driver_454,2,5,AB-54-AB-9636,Diesel,In Use
455,Owner_455,Driver_455,2,1,AB-90-AB-4000,Electric,In Use
456,Owner_456,Driver_456,2,5,AB-94-AB-9859,Petrol,In Use
457,Owner_457,Driver_457,4,3,AB-10-AB-4107,Electric,Under Maintenance
458,Owner_458,Driver_458,4,1,AB-96-AB-9348,Diesel,In Use
459,Owner_459,Driver_459,2,3,AB-10-AB-2560,Electric,Under Maintenance
460,Owner_460,Driver_460,8,4,AB-91-AB-6612,Electric,Available
461,Owner_461,Driver_461,5,3,AB-30-AB-4272,Petrol,Available
462,Owner_462,Driver_462,5,2,AB-47-AB-3732,Diesel,Under Maintenance
463,Owner_463,Driver_463,1,4,AB-50-AB-9642,Diesel,Under Maintenance
464,Owner_464,Driver_464,10,3,AB-67-AB-1223,Petrol,Under Maintenance
465,Owner_465,Driver_465,8,3,AB-64-AB-3474,Electric,Available
466,Owner_466,Driver_466,5,1,AB-51-AB-2216,Diesel,Under Maintenance
467,Owner_467,Driver_467,6,3,AB-92-AB-9977,Electric,In Use
468,Owner_468,Driver_468,10,4,AB-81-AB-7275,Petrol,In Use
469,Owner_469,Driver_469,3,2,AB-88-AB-5929,Diesel,Available
470,Owner_470,Driver_470,3,4,AB-46-AB-5906,Petrol,Available
471,Owner_471,Driver_471,1,4,AB-47-AB-2292,Diesel,In Use
472,Owner_472,Driver_472,8,1,AB-28-AB-4725,Petrol,Available
473,Owner_473,Driver_473,2,3,AB-53-AB-5507,Electric,Under Maintenance
474,Owner_474,Driver_474,1,1,AB-68-AB-8555,Petrol,In Use
475,Owner_475,Driver_475,1,5,AB-52-AB-1699,Diesel,Under Maintenance
476,Owner_476,Driver_476,1,4,AB-80-AB-6636,Petrol,Available
477,Owner_477,Driver_477,10,5,AB-61-AB-2678,Petrol,Available
478,Owner_478,Driver_478,1,3,AB-40-AB-4533,Diesel,Available
479,Owner_479,Driver_479,1,3,AB-73-AB-2886,Diesel,In Use
480,Owner_480,Driver_480,4,4,AB-73-AB-2093,Diesel,Under Maintenance
481,Owner_481,Driver_481,7,5,AB-85-AB-2355,Diesel,Under Maintenance
482,Owner_482,Driver_482,1,4,AB-81-AB-2018,Diesel,In Use
483,Owner_483,Driver_483,9,3,AB-66-AB-3765,Electric,Under Maintenance
484,Owner_484,Driver_484,10,2,AB-85-AB-4450,Petrol,Under Maintenance
485,Owner_485,Driver_485,2,1,AB-68-AB-2592,Petrol,Under Maintenance
486,Owner_486,Driver_486,6,2,AB-24-AB-4038,Electric,Available
487,Owner_487,Driver_487,7,5,AB-45-AB-3669,Petrol,Under Maintenance
488,Owner_488,Driver_488,6,1,AB-56-AB-4965,Electric,In Use
489,Owner_489,Driver_489,3,5,AB-86-AB-8388,Diesel,Available
490,Owner_490,Driver_490,4,5,AB-39-AB-8115,Petrol,Under Maintenance
491,Owner_491,Driver_491,4,5,AB-55-AB-4206,Petrol,In Use
492,Owner_492,Driver_492,9,1,AB-18-AB-2318,Electric,Available
493,Owner_493,Driver_493,4,3,AB-97-AB-9493,Diesel,In Use
494,Owner_494,Driver_494,8,1,AB-53-AB-5871,Diesel,In Use
495,Owner_495,Driver_495,1,4,AB-30-AB-8317,Diesel,Available
496,Owner_496,Driver_496,8,1,AB-23-AB-9691,Electric,In Use
497,Owner_497,Driver_497,4,1,AB-43-AB-1905,Electric,Under Maintenance
498,Owner_498,Driver_498,4,5,AB-79-AB-9117,Diesel,Available
499,Owner_499,Driver_499,7,5,AB-82-AB-9390,Diesel,Under Maintenance
500,Owner_500,Driver_500,5,5,AB-95-AB-1502,Petrol,In Use
