id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
493,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 27, 92, 93, 12, 83, 41, 79, 99, 27]",583,493,5,50
494,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 80, 58, 99, 85, 53, 63, 64, 35, 60]",664,494,5,50
495,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 65, 14, 97, 40, 38, 33, 61, 15, 14]",436,495,5,50
496,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 46, 41, 41, 41, 24, 49, 32, 89, 74]",451,496,5,50
497,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 97, 59, 25, 15, 14, 44, 22, 76, 19]",441,497,5,50
498,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 67, 15, 41, 87, 47, 81, 96, 43, 15]",558,498,5,50
499,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 57, 88, 40, 33, 94, 52, 20, 12, 17]",490,499,5,50
500,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 42, 45, 80, 86, 51, 64, 25, 77, 52]",620,500,5,50
501,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 85, 20, 30, 40, 100, 82, 87, 15, 83]",632,501,6,26
502,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 78, 99, 11, 76, 81, 30, 35, 37, 44]",503,502,6,26
503,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 84, 84, 29, 22, 79, 39, 45, 22, 95]",523,503,6,26
504,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 96, 41, 37, 30, 86, 44, 93, 96, 35]",643,504,6,26
505,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 65, 48, 67, 47, 76, 47, 57, 99, 17]",622,505,6,26
506,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 40, 74, 54, 15, 34, 51, 67, 94, 45]",573,506,6,26
507,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 48, 33, 69, 88, 33, 98, 55, 68, 60]",569,507,6,26
508,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 38, 72, 10, 97, 38, 61, 86, 60, 74]",559,508,6,26
509,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 67, 16, 22, 66, 42, 76, 67, 78, 58]",515,509,6,26
510,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 94, 25, 88, 82, 26, 60, 48, 62, 28]",535,510,6,26
511,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 22, 47, 93, 57, 66, 40, 41, 46, 47]",550,511,6,16
512,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 84, 95, 32, 56, 15, 89, 95, 45, 41]",602,512,6,16
513,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 58, 63, 68, 33, 13, 79, 39, 69, 73]",575,513,6,16
514,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 47, 10, 49, 90, 16, 48, 81, 24, 10]",405,514,6,16
515,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 17, 30, 69, 56, 59, 72, 89, 94, 25]",560,515,6,16
516,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 69, 49, 97, 70, 74, 61, 20, 24, 65]",568,516,6,16
517,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 39, 11, 12, 30, 22, 18, 61, 56, 80]",405,517,6,16
518,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 83, 100, 99, 23, 22, 74, 23, 84, 60]",621,518,6,16
519,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 91, 63, 39, 48, 26, 19, 98, 14, 75]",560,519,6,16
520,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 92, 88, 11, 78, 87, 11, 55, 10, 95]",616,520,6,16
521,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 66, 83, 21, 56, 56, 83, 40, 88, 72]",640,521,6,33
522,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 94, 73, 52, 38, 72, 49, 47, 14, 57]",589,522,6,33
523,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 65, 70, 28, 32, 81, 92, 45, 33, 99]",636,523,6,33
524,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 95, 99, 73, 99, 25, 79, 72, 19, 54]",630,524,6,33
525,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 88, 88, 86, 36, 60, 57, 77, 48, 88]",671,525,6,33
526,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 99, 59, 48, 48, 70, 86, 70, 71, 45]",628,526,6,33
527,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 34, 97, 28, 73, 86, 96, 66, 83, 74]",671,527,6,33
528,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 62, 78, 66, 65, 90, 70, 65, 71, 68]",697,528,6,33
529,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 54, 10, 71, 78, 24, 56, 77, 96, 32]",584,529,6,33
530,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 49, 99, 16, 17, 26, 92, 46, 74, 68]",533,530,6,33
531,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 53, 25, 81, 84, 68, 66, 39, 79, 13]",536,531,6,23
532,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 67, 100, 77, 59, 24, 73, 90, 19, 23]",618,532,6,23
533,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 53, 84, 89, 10, 85, 74, 14, 87, 36]",593,533,6,23
534,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 28, 62, 20, 39, 47, 42, 31, 86, 60]",505,534,6,23
535,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 16, 50, 20, 25, 14, 15, 28, 45, 53]",317,535,6,23
536,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 65, 82, 98, 68, 44, 87, 57, 15, 68]",624,536,6,23
537,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 80, 27, 72, 88, 37, 31, 66, 66, 31]",516,537,6,23
538,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 39, 61, 98, 99, 47, 38, 49, 14, 52]",559,538,6,23
539,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 38, 72, 23, 53, 51, 37, 23, 13, 34]",404,539,6,23
540,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 65, 55, 40, 79, 50, 85, 56, 67, 10]",584,540,6,23
541,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 47, 54, 52, 44, 59, 47, 97, 30, 28]",497,541,6,11
542,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 41, 59, 82, 76, 51, 79, 46, 16, 95]",611,542,6,11
543,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 13, 51, 64, 80, 85, 29, 16, 92, 100]",555,543,6,11
544,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 60, 32, 21, 90, 24, 63, 40, 80, 32]",536,544,6,11
545,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 81, 53, 76, 95, 99, 51, 16, 98, 74]",743,545,6,11
546,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 70, 21, 16, 68, 73, 36, 100, 65, 20]",548,546,6,11
547,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 54, 63, 53, 95, 78, 67, 32, 18, 16]",505,547,6,11
548,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 67, 78, 29, 37, 30, 19, 78, 50, 37]",491,548,6,11
549,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 39, 62, 61, 89, 66, 15, 65, 47, 85]",599,549,6,11
550,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 98, 13, 12, 65, 87, 55, 51, 92, 82]",621,550,6,11
551,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 58, 94, 66, 13, 41, 86, 18, 63, 33]",523,551,6,45
552,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 45, 35, 95, 22, 65, 52, 49, 22, 74]",545,552,6,45
553,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 96, 10, 97, 49, 63, 52, 19, 100, 79]",581,553,6,45
554,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 37, 23, 36, 54, 53, 66, 73, 85, 60]",574,554,6,45
555,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 45, 94, 22, 90, 98, 89, 73, 64, 23]",688,555,6,45
556,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 94, 82, 79, 78, 19, 17, 97, 44, 65]",618,556,6,45
557,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 92, 12, 34, 28, 23, 33, 91, 84, 87]",556,557,6,45
558,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 39, 98, 87, 28, 57, 92, 10, 39, 40]",527,558,6,45
559,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 71, 53, 10, 94, 93, 79, 42, 74, 98]",656,559,6,45
560,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 44, 95, 34, 84, 14, 93, 95, 58, 74]",620,560,6,45
561,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 36, 56, 74, 84, 37, 18, 24, 21, 91]",459,561,6,42
562,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 23, 12, 92, 96, 87, 15, 28, 61, 25]",459,562,6,42
563,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 38, 85, 78, 11, 63, 100, 17, 70, 73]",616,563,6,42
564,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 44, 11, 30, 74, 78, 14, 32, 72, 51]",502,564,6,42
565,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 19, 100, 63, 65, 64, 34, 28, 94, 29]",594,565,6,42
566,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 92, 16, 72, 55, 73, 31, 46, 94, 55]",550,566,6,42
567,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 84, 65, 18, 76, 21, 95, 26, 66, 80]",627,567,6,42
568,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 62, 67, 35, 31, 40, 77, 38, 28, 91]",512,568,6,42
569,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 54, 44, 91, 62, 64, 22, 75, 44, 14]",501,569,6,42
570,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 44, 88, 65, 91, 70, 88, 55, 46, 21]",653,570,6,42
571,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 67, 21, 38, 94, 51, 100, 45, 35, 94]",581,571,6,20
572,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 28, 72, 99, 64, 32, 28, 79, 23, 35]",498,572,6,20
573,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 31, 36, 89, 91, 67, 38, 27, 62, 53]",512,573,6,20
574,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 77, 85, 38, 80, 47, 36, 80, 83, 88]",699,574,6,20
575,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 66, 77, 21, 92, 15, 99, 46, 99, 29]",624,575,6,20
576,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 45, 14, 97, 31, 50, 48, 85, 62, 45]",561,576,6,20
577,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 76, 81, 76, 41, 95, 32, 52, 78, 32]",581,577,6,20
578,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 20, 75, 22, 10, 16, 12, 86, 10, 60]",335,578,6,20
579,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 28, 34, 27, 23, 10, 40, 55, 98, 17]",368,579,6,20
580,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 92, 72, 97, 63, 24, 35, 98, 54, 10]",618,580,6,20
581,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 59, 54, 48, 67, 26, 98, 24, 48, 46]",513,581,6,15
582,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 46, 63, 64, 90, 23, 94, 23, 46, 47]",518,582,6,15
583,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 34, 49, 40, 13, 39, 74, 43, 46, 38]",412,583,6,15
584,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[57, 29, 49, 34, 68, 45, 64, 95, 64, 30]",535,584,6,15
585,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 57, 80, 18, 42, 72, 95, 50, 78, 70]",637,585,6,15
586,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 16, 31, 48, 10, 75, 58, 24, 19, 22]",342,586,6,15
587,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 41, 69, 12, 63, 31, 64, 66, 25, 30]",466,587,6,15
588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 29, 79, 57, 75, 63, 52, 58, 22, 68]",571,588,6,15
589,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 39, 69, 64, 50, 12, 35, 75, 66, 28]",465,589,6,15
590,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 41, 95, 91, 84, 93, 88, 39, 43, 19]",628,590,6,15
591,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 89, 46, 49, 56, 83, 62, 50, 19, 28]",526,591,6,39
592,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 36, 81, 75, 17, 47, 19, 58, 69, 88]",550,592,6,39
593,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 96, 22, 63, 12, 60, 95, 66, 67, 21]",543,593,6,39
594,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 74, 78, 67, 23, 78, 16, 85, 14, 34]",485,594,6,39
595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 51, 27, 42, 38, 91, 29, 44, 29, 21]",433,595,6,39
596,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 59, 60, 33, 99, 53, 91, 53, 69, 78]",659,596,6,39
597,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 36, 10, 39, 19, 30, 59, 80, 72, 86]",448,597,6,39
598,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 67, 44, 41, 83, 31, 68, 15, 16, 44]",472,598,6,39
599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 70, 11, 70, 96, 70, 59, 74, 22, 90]",594,599,6,39
600,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 15, 27, 25, 71, 56, 87, 29, 56, 20]",437,600,6,39
601,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 48, 39, 99, 21, 52, 28, 53, 28, 38]",455,601,7,33
602,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 22, 84, 47, 31, 43, 57, 36, 22, 19]",437,602,7,33
603,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 68, 18, 90, 12, 34, 71, 62, 19, 29]",430,603,7,33
604,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 36, 72, 78, 30, 52, 14, 100, 85, 43]",525,604,7,33
605,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 51, 37, 39, 56, 62, 51, 20, 28, 37]",432,605,7,33
606,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 76, 47, 31, 43, 85, 98, 75, 41, 91]",621,606,7,33
607,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 81, 45, 51, 56, 13, 58, 99, 73, 95]",650,607,7,33
608,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 33, 66, 44, 87, 72, 74, 54, 10, 28]",549,608,7,33
609,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 34, 94, 57, 91, 36, 28, 27, 79, 13]",493,609,7,33
610,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 14, 71, 47, 23, 69, 27, 42, 24, 36]",393,610,7,33
611,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 74, 95, 58, 23, 32, 35, 40, 39, 16]",449,611,7,47
612,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 58, 85, 59, 14, 96, 41, 77, 44, 80]",653,612,7,47
613,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 60, 17, 95, 99, 28, 73, 69, 53, 79]",606,613,7,47
614,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 71, 80, 16, 39, 32, 13, 35, 51, 63]",473,614,7,47
615,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 79, 66, 17, 59, 66, 27, 89, 66, 36]",563,615,7,47
616,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 36, 61, 48, 92, 30, 49, 93, 71, 82]",604,616,7,47
617,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 83, 38, 95, 40, 35, 27, 97, 84, 59]",646,617,7,47
618,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 15, 87, 95, 12, 68, 45, 96, 90, 85]",605,618,7,47
619,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 43, 37, 26, 11, 82, 88, 92, 89, 27]",506,619,7,47
620,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 59, 61, 65, 23, 86, 26, 45, 54, 77]",529,620,7,47
621,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 82, 42, 39, 38, 68, 67, 38, 10, 72]",470,621,7,48
622,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 86, 97, 85, 20, 72, 22, 11, 52, 21]",479,622,7,48
623,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 39, 70, 22, 40, 49, 27, 10, 87, 10]",429,623,7,48
624,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 90, 97, 19, 88, 98, 81, 20, 53, 94]",653,624,7,48
625,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 82, 40, 70, 94, 91, 56, 83, 70, 11]",657,625,7,48
626,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 33, 10, 97, 43, 64, 81, 98, 50, 67]",564,626,7,48
627,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 57, 20, 52, 37, 18, 82, 37, 54, 20]",473,627,7,48
628,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 85, 92, 31, 65, 29, 81, 54, 16, 95]",599,628,7,48
629,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 53, 58, 65, 90, 23, 24, 61, 27, 87]",567,629,7,48
630,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 24, 72, 78, 30, 81, 46, 29, 89, 11]",522,630,7,48
631,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 40, 67, 59, 22, 51, 92, 52, 47, 40]",534,631,7,8
632,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 32, 68, 79, 89, 75, 61, 47, 77, 99]",687,632,7,8
633,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 79, 18, 36, 99, 40, 38, 97, 39, 41]",503,633,7,8
634,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 65, 13, 81, 53, 61, 34, 18, 37, 35]",462,634,7,8
635,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 76, 28, 25, 90, 62, 15, 29, 96, 85]",574,635,7,8
636,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 26, 81, 12, 19, 95, 68, 87, 22, 36]",519,636,7,8
637,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 27, 14, 73, 81, 96, 30, 26, 42, 20]",454,637,7,8
638,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 25, 87, 19, 84, 40, 33, 74, 11, 44]",444,638,7,8
639,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 27, 85, 36, 14, 64, 42, 61, 71, 60]",505,639,7,8
640,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 40, 72, 50, 11, 41, 21, 84, 80, 69]",530,640,7,8
641,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 72, 28, 44, 57, 55, 70, 86, 43, 63]",599,641,7,23
642,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 40, 12, 78, 63, 58, 20, 13, 58, 23]",465,642,7,23
643,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 13, 49, 90, 32, 51, 14, 92, 65, 12]",479,643,7,23
644,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 29, 11, 58, 21, 32, 36, 30, 80, 70]",450,644,7,23
645,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 10, 83, 66, 97, 84, 97, 86, 60, 25]",695,645,7,23
646,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 66, 29, 27, 11, 78, 38, 53, 32, 23]",432,646,7,23
647,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 25, 23, 88, 88, 25, 100, 73, 81, 100]",622,647,7,23
648,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 42, 39, 27, 63, 87, 46, 88, 72, 76]",630,648,7,23
649,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 63, 70, 28, 65, 90, 89, 55, 83, 79]",652,649,7,23
650,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 58, 65, 61, 52, 90, 28, 13, 35, 46]",476,650,7,23
651,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 100, 50, 72, 59, 39, 48, 38, 25, 94]",589,651,7,36
652,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 36, 41, 84, 39, 40, 44, 44, 86, 56]",548,652,7,36
653,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 73, 45, 84, 83, 40, 50, 68, 64, 70]",666,653,7,36
654,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[57, 37, 80, 61, 63, 30, 97, 93, 84, 59]",661,654,7,36
655,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 49, 35, 23, 32, 67, 22, 18, 26, 31]",399,655,7,36
656,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 33, 68, 40, 91, 35, 50, 34, 24, 53]",472,656,7,36
657,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 93, 65, 18, 63, 73, 52, 57, 51, 42]",567,657,7,36
658,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 52, 17, 60, 26, 49, 72, 95, 90, 87]",622,658,7,36
659,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 44, 34, 84, 67, 10, 46, 99, 73, 18]",541,659,7,36
660,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 41, 41, 75, 28, 97, 41, 66, 44, 28]",551,660,7,36
661,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 29, 70, 44, 27, 38, 57, 13, 82, 67]",465,661,7,39
662,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 24, 81, 76, 41, 35, 44, 90, 94, 90]",641,662,7,39
663,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 40, 22, 53, 32, 43, 55, 99, 18, 34]",420,663,7,39
664,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 41, 39, 98, 98, 34, 98, 40, 92, 29]",652,664,7,39
665,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 49, 39, 62, 63, 100, 60, 50, 56, 84]",595,665,7,39
666,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 48, 35, 88, 59, 39, 24, 85, 14, 43]",483,666,7,39
667,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 75, 49, 43, 24, 56, 67, 51, 47, 75]",577,667,7,39
668,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 94, 89, 19, 35, 32, 15, 97, 86, 14]",531,668,7,39
669,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 32, 20, 35, 79, 15, 24, 37, 64, 95]",452,669,7,39
670,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 31, 45, 40, 97, 29, 44, 42, 19, 70]",442,670,7,39
671,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 58, 28, 80, 29, 33, 93, 37, 53, 46]",542,671,7,25
672,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 35, 69, 43, 97, 73, 47, 92, 66, 63]",649,672,7,25
673,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 63, 54, 55, 44, 81, 79, 58, 40, 12]",507,673,7,25
674,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 44, 28, 82, 92, 86, 40, 86, 52, 84]",636,674,7,25
675,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 25, 93, 54, 81, 90, 39, 17, 41, 78]",616,675,7,25
676,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 18, 31, 21, 79, 61, 69, 64, 31, 34]",482,676,7,25
677,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 10, 44, 61, 33, 44, 81, 28, 15, 58]",434,677,7,25
678,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 24, 60, 47, 86, 54, 92, 29, 64, 87]",626,678,7,25
679,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 52, 11, 34, 21, 37, 12, 88, 57, 89]",501,679,7,25
680,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 30, 50, 87, 93, 76, 77, 76, 29, 10]",616,680,7,25
681,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 77, 34, 72, 57, 53, 13, 35, 47, 38]",477,681,7,3
682,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 95, 99, 82, 73, 11, 49, 83, 91, 69]",665,682,7,3
683,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 81, 100, 33, 12, 13, 89, 48, 63, 88]",592,683,7,3
