vehicle_id,owner,driver,vehicle_operator,vehicle_type_id,number_plate,fuel_type,vehicle_status
359,Owner_359,Driver_359,5,1,AB-50-AB-2624,Petrol,Available
360,Owner_360,Driver_360,7,2,AB-29-AB-5496,Diesel,In Use
361,Owner_361,Driver_361,6,2,AB-70-AB-7544,Diesel,In Use
362,Owner_362,Driver_362,5,4,AB-31-AB-9110,Petrol,In Use
363,Owner_363,Driver_363,5,5,AB-67-AB-2137,Diesel,Under Maintenance
364,Owner_364,Driver_364,9,5,AB-71-AB-4125,Electric,Available
365,Owner_365,Driver_365,2,4,AB-60-AB-9031,Electric,In Use
366,Owner_366,Driver_366,3,5,AB-25-AB-6652,Petrol,Available
367,Owner_367,Driver_367,1,4,AB-26-AB-6398,Petrol,In Use
368,Owner_368,Driver_368,10,4,AB-59-AB-9601,Diesel,Under Maintenance
369,Owner_369,Driver_369,2,2,AB-80-AB-8107,Petrol,Available
370,Owner_370,Driver_370,7,5,AB-23-AB-9245,Diesel,Available
371,Owner_371,Driver_371,7,5,AB-61-AB-4792,Petrol,Under Maintenance
372,Owner_372,Driver_372,1,1,AB-58-AB-7742,Petrol,Under Maintenance
373,Owner_373,Driver_373,4,5,AB-90-AB-1639,Diesel,Under Maintenance
374,Owner_374,Driver_374,2,2,AB-12-AB-6700,Electric,Under Maintenance
375,Owner_375,Driver_375,9,3,AB-27-AB-6192,Petrol,Under Maintenance
376,Owner_376,Driver_376,7,2,AB-43-AB-8560,Petrol,Under Maintenance
377,Owner_377,Driver_377,5,4,AB-29-AB-7648,Diesel,Under Maintenance
378,Owner_378,Driver_378,1,5,AB-16-AB-9606,Diesel,Available
379,Owner_379,Driver_379,9,5,AB-13-AB-1157,Petrol,In Use
380,Owner_380,Driver_380,1,4,AB-67-AB-5214,Diesel,Under Maintenance
381,Owner_381,Driver_381,1,5,AB-19-AB-6219,Diesel,In Use
382,Owner_382,Driver_382,6,4,AB-77-AB-6031,Electric,In Use
383,Owner_383,Driver_383,2,5,AB-25-AB-1652,Diesel,Under Maintenance
384,Owner_384,Driver_384,5,2,AB-34-AB-2169,Diesel,Available
385,Owner_385,Driver_385,10,4,AB-32-AB-1860,Petrol,Under Maintenance
386,Owner_386,Driver_386,1,5,AB-89-AB-2572,Diesel,In Use
387,Owner_387,Driver_387,1,3,AB-55-AB-6809,Electric,Under Maintenance
388,Owner_388,Driver_388,8,5,AB-34-AB-3613,Electric,Available
389,Owner_389,Driver_389,9,4,AB-91-AB-6259,Diesel,In Use
390,Owner_390,Driver_390,4,3,AB-51-AB-2436,Petrol,Under Maintenance
391,Owner_391,Driver_391,10,3,AB-86-AB-4464,Diesel,Available
392,Owner_392,Driver_392,8,2,AB-56-AB-1111,Electric,In Use
393,Owner_393,Driver_393,5,1,AB-96-AB-7969,Electric,Under Maintenance
394,Owner_394,Driver_394,7,4,AB-89-AB-6187,Electric,In Use
395,Owner_395,Driver_395,10,4,AB-63-AB-9954,Diesel,Available
396,Owner_396,Driver_396,7,1,AB-65-AB-3802,Electric,Under Maintenance
397,Owner_397,Driver_397,4,3,AB-97-AB-5080,Petrol,Available
398,Owner_398,Driver_398,3,5,AB-79-AB-7874,Electric,In Use
399,Owner_399,Driver_399,6,2,AB-29-AB-6809,Electric,Available
400,Owner_400,Driver_400,3,5,AB-96-AB-1906,Diesel,Available
401,Owner_401,Driver_401,5,1,AB-82-AB-7210,Diesel,Under Maintenance
402,Owner_402,Driver_402,4,1,AB-86-AB-3184,Diesel,Under Maintenance
403,Owner_403,Driver_403,5,1,AB-52-AB-2557,Diesel,Available
404,Owner_404,Driver_404,5,5,AB-33-AB-9606,Petrol,In Use
405,Owner_405,Driver_405,10,2,AB-65-AB-3211,Petrol,Under Maintenance
406,Owner_406,Driver_406,5,1,AB-50-AB-7008,Petrol,Available
407,Owner_407,Driver_407,6,2,AB-39-AB-2139,Petrol,Available
408,Owner_408,Driver_408,4,4,AB-49-AB-2766,Electric,Under Maintenance
409,Owner_409,Driver_409,2,4,AB-43-AB-2375,Diesel,In Use
410,Owner_410,Driver_410,10,1,AB-94-AB-3246,Diesel,Under Maintenance
411,Owner_411,Driver_411,4,1,AB-49-AB-8630,Diesel,Under Maintenance
412,Owner_412,Driver_412,1,4,AB-62-AB-4133,Diesel,Under Maintenance
413,Owner_413,Driver_413,3,4,AB-25-AB-1112,Electric,In Use
414,Owner_414,Driver_414,3,1,AB-65-AB-9809,Electric,In Use
415,Owner_415,Driver_415,1,1,AB-81-AB-7181,Diesel,Under Maintenance
416,Owner_416,Driver_416,4,1,AB-43-AB-8802,Diesel,Under Maintenance
417,Owner_417,Driver_417,2,3,AB-15-AB-4126,Petrol,In Use
418,Owner_418,Driver_418,10,2,AB-60-AB-1383,Electric,In Use
419,Owner_419,Driver_419,5,2,AB-19-AB-1681,Petrol,In Use
420,Owner_420,Driver_420,10,1,AB-83-AB-2450,Electric,Available
421,Owner_421,Driver_421,5,5,AB-18-AB-3803,Diesel,Available
422,Owner_422,Driver_422,7,5,AB-95-AB-3063,Electric,Available
423,Owner_423,Driver_423,6,4,AB-67-AB-8227,Electric,Under Maintenance
424,Owner_424,Driver_424,2,4,AB-44-AB-2676,Petrol,Under Maintenance
425,Owner_425,Driver_425,10,1,AB-20-AB-4622,Electric,Under Maintenance
426,Owner_426,Driver_426,3,5,AB-96-AB-6910,Electric,In Use
427,Owner_427,Driver_427,7,3,AB-68-AB-6939,Petrol,Under Maintenance
428,Owner_428,Driver_428,4,5,AB-90-AB-1114,Diesel,Available
429,Owner_429,Driver_429,3,3,AB-73-AB-1178,Electric,In Use
430,Owner_430,Driver_430,3,5,AB-21-AB-4115,Petrol,Available
431,Owner_431,Driver_431,5,2,AB-95-AB-1145,Petrol,In Use
432,Owner_432,Driver_432,4,5,AB-90-AB-6661,Petrol,In Use
433,Owner_433,Driver_433,4,5,AB-58-AB-7009,Diesel,Available
434,Owner_434,Driver_434,3,3,AB-62-AB-5959,Diesel,Available
435,Owner_435,Driver_435,1,1,AB-65-AB-3253,Electric,In Use
436,Owner_436,Driver_436,6,3,AB-39-AB-4207,Petrol,In Use
437,Owner_437,Driver_437,1,1,AB-63-AB-9664,Electric,Under Maintenance
438,Owner_438,Driver_438,4,5,AB-75-AB-3125,Electric,Available
439,Owner_439,Driver_439,1,2,AB-41-AB-4765,Diesel,In Use
440,Owner_440,Driver_440,9,3,AB-51-AB-3423,Electric,In Use
441,Owner_441,Driver_441,1,5,AB-16-AB-1957,Electric,In Use
442,Owner_442,Driver_442,10,5,AB-85-AB-8517,Diesel,In Use
443,Owner_443,Driver_443,8,5,AB-64-AB-5942,Petrol,Available
444,Owner_444,Driver_444,1,3,AB-95-AB-8306,Diesel,Available
445,Owner_445,Driver_445,9,3,AB-48-AB-1749,Diesel,Available
446,Owner_446,Driver_446,9,2,AB-40-AB-1415,Electric,Under Maintenance
447,Owner_447,Driver_447,5,1,AB-15-AB-8926,Petrol,Available
448,Owner_448,Driver_448,8,4,AB-65-AB-7289,Electric,In Use
449,Owner_449,Driver_449,3,4,AB-77-AB-8981,Petrol,In Use
450,Owner_450,Driver_450,8,4,AB-19-AB-9321,Petrol,In Use
451,Owner_451,Driver_451,3,4,AB-40-AB-2246,Diesel,Available
452,Owner_452,Driver_452,10,5,AB-65-AB-8615,Electric,Available
453,Owner_453,Driver_453,2,2,AB-25-AB-1031,Petrol,Available
454,Owner_454,Driver_454,3,4,AB-68-AB-1508,Electric,Under Maintenance
455,Owner_455,Driver_455,8,2,AB-39-AB-3025,Electric,Available
456,Owner_456,Driver_456,1,5,AB-39-AB-4540,Electric,Available
457,Owner_457,Driver_457,10,4,AB-23-AB-2585,Petrol,In Use
458,Owner_458,Driver_458,4,5,AB-65-AB-5223,Petrol,In Use
459,Owner_459,Driver_459,4,3,AB-95-AB-5559,Diesel,Available
460,Owner_460,Driver_460,9,2,AB-96-AB-1679,Diesel,Available
461,Owner_461,Driver_461,1,2,AB-82-AB-9082,Electric,Available
462,Owner_462,Driver_462,8,5,AB-38-AB-5914,Electric,Available
463,Owner_463,Driver_463,2,2,AB-41-AB-9896,Electric,Available
464,Owner_464,Driver_464,7,5,AB-40-AB-9092,Petrol,In Use
465,Owner_465,Driver_465,6,4,AB-75-AB-6363,Diesel,Available
466,Owner_466,Driver_466,3,2,AB-20-AB-8867,Electric,In Use
467,Owner_467,Driver_467,4,3,AB-13-AB-7029,Diesel,Available
468,Owner_468,Driver_468,8,4,AB-26-AB-9709,Petrol,Available
469,Owner_469,Driver_469,3,5,AB-41-AB-6136,Diesel,Under Maintenance
470,Owner_470,Driver_470,1,2,AB-29-AB-6687,Petrol,In Use
471,Owner_471,Driver_471,8,2,AB-89-AB-6298,Diesel,In Use
472,Owner_472,Driver_472,2,4,AB-96-AB-3983,Diesel,Available
473,Owner_473,Driver_473,5,1,AB-44-AB-7698,Petrol,In Use
474,Owner_474,Driver_474,8,1,AB-24-AB-8690,Electric,Available
475,Owner_475,Driver_475,8,3,AB-49-AB-8786,Diesel,Available
476,Owner_476,Driver_476,2,5,AB-61-AB-3043,Electric,Under Maintenance
477,Owner_477,Driver_477,1,5,AB-98-AB-8600,Electric,Available
478,Owner_478,Driver_478,3,1,AB-64-AB-4512,Diesel,In Use
479,Owner_479,Driver_479,7,4,AB-80-AB-4270,Electric,In Use
480,Owner_480,Driver_480,5,5,AB-78-AB-2748,Electric,Available
481,Owner_481,Driver_481,4,5,AB-20-AB-3618,Petrol,In Use
482,Owner_482,Driver_482,1,1,AB-60-AB-2890,Diesel,In Use
483,Owner_483,Driver_483,2,5,AB-55-AB-8981,Electric,In Use
484,Owner_484,Driver_484,2,3,AB-52-AB-8597,Petrol,Under Maintenance
485,Owner_485,Driver_485,8,3,AB-76-AB-9236,Petrol,Under Maintenance
486,Owner_486,Driver_486,3,4,AB-58-AB-4357,Electric,Under Maintenance
487,Owner_487,Driver_487,10,2,AB-71-AB-3962,Diesel,In Use
488,Owner_488,Driver_488,4,4,AB-82-AB-9289,Diesel,Available
489,Owner_489,Driver_489,9,2,AB-50-AB-9452,Electric,Under Maintenance
490,Owner_490,Driver_490,4,2,AB-98-AB-4983,Electric,Available
491,Owner_491,Driver_491,5,4,AB-37-AB-3821,Electric,Under Maintenance
492,Owner_492,Driver_492,2,1,AB-97-AB-9360,Electric,Available
493,Owner_493,Driver_493,9,5,AB-84-AB-2298,Electric,Under Maintenance
494,Owner_494,Driver_494,6,3,AB-70-AB-6047,Petrol,Under Maintenance
495,Owner_495,Driver_495,9,5,AB-37-AB-7815,Petrol,Under Maintenance
496,Owner_496,Driver_496,9,3,AB-82-AB-4334,Diesel,Available
497,Owner_497,Driver_497,7,2,AB-74-AB-6064,Electric,Under Maintenance
498,Owner_498,Driver_498,3,1,AB-15-AB-5878,Diesel,Available
499,Owner_499,Driver_499,8,3,AB-59-AB-6981,Petrol,In Use
500,Owner_500,Driver_500,6,3,AB-76-AB-9441,Petrol,Under Maintenance
